layer_id,quote_id,pas_id,_pdm_last_update_timestamp,rating_basis,conditional_premium_reduction,our_share_pct,our_share_pct_london,our_share_pct_non_london,london_estimated_signed_line,london_order_percentage,tech_gnwp,modtech_gnwp,sold_gnwp,tech_ggwp,modtech_ggwp,sold_ggwp,sold_ggwp_our_share,tech_elc,modtech_elc,tech_gg_elr,modtech_gg_elr,tech_gn_elr,modtech_gn_elr,commission,sold_to_modtech,modtech_to_tech
Q00183-L1,Q00183,PAS-000183,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.918,75908.4,69969.41,59316.46,84484.8,77874.8,66018.25,6179.31,45872.19,41177.43,0.542964,0.528764,0.60431,0.588506,12042.92,0.847748,0.921761
Q00183-L2,Q00183,PAS-000183,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.918,298064.96,289524.08,311695.6,324566.26,315266.01,339408.82,31768.67,226022.9,213003.65,0.696384,0.675632,0.758301,0.735703,50900.79,1.076579,0.971346
Q00184-L1,Q00184,PAS-000184,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.7545,280654.59,293962.52,258263.44,308853.87,323498.93,284212.92,79664.88,195949.55,195845.71,0.634441,0.605398,0.698188,0.666227,47160.43,0.878559,1.047417
Q00184-L2,Q00184,PAS-000184,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.7545,2031142.77,1885867.71,1665510.0,2148831.31,1995138.72,1762013.04,493892.25,1563310.37,1509087.95,0.727517,0.756382,0.76967,0.800209,182435.39,0.883153,0.928476
Q00184-L3,Q00184,PAS-000184,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.7545,830913.82,788723.14,788361.39,936986.57,889409.92,889001.99,249187.26,502112.47,479999.8,0.53588,0.539683,0.604289,0.608578,178494.91,0.999541,0.949224
Q00185-L1,Q00185,PAS-000185,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.8542,311401.41,325034.24,301325.9,341162.3,356098.03,330123.87,33804.68,177734.6,187367.48,0.520968,0.526168,0.570757,0.576455,52571.63,0.927059,1.043779
Q00185-L2,Q00185,PAS-000185,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.8542,226520.46,239677.57,232807.75,254642.72,269433.27,261710.57,26799.16,163346.3,180360.95,0.641472,0.669409,0.721111,0.752515,51421.7,0.971337,1.058084
Q00186-L1,Q00186,PAS-000186,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8092,170041.4,161895.38,163038.83,179784.73,171171.94,172380.91,29287.52,114386.53,111080.69,0.636242,0.648942,0.672698,0.686126,17671.59,1.007063,0.952094
Q00187-L1,Q00187,PAS-000187,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.7673,863718.06,836695.37,728819.15,929558.74,900476.13,784376.56,146521.54,630844.86,589408.21,0.67865,0.654552,0.730383,0.704448,103244.57,0.871069,0.968714
Q00187-L2,Q00187,PAS-000187,2026-04-25 22:00:00.000,Exposure,Conditional discount applied,1.0,1.0,0.0,1.0,0.7673,348744.01,375355.74,298599.25,389857.93,419606.96,333801.54,62354.13,255893.19,263154.52,0.656375,0.627145,0.733757,0.70108,62979.8,0.79551,1.076307
Q00188-L1,Q00188,PAS-000188,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.7973,897246.16,819406.22,738523.72,994642.75,908353.24,818690.9,154323.24,638069.31,606206.6,0.641506,0.667369,0.711142,0.739812,144634.23,0.901291,0.913246
Q00189-L1,Q00189,PAS-000189,2026-04-25 22:00:00.000,Limit,Conditional discount applied,1.0,1.0,0.0,1.0,0.5931,133349.42,113609.24,119320.6,151458.23,129037.34,135524.3,27958.66,101495.33,84748.89,0.670121,0.656778,0.761123,0.745968,28532.67,1.050272,0.851967
Q00189-L2,Q00189,PAS-000189,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.5931,265639.68,245545.56,246991.76,283203.1,261780.41,263322.22,54323.37,172914.05,156912.07,0.610566,0.599403,0.650935,0.639034,30635.4,1.00589,0.924356
Q00190-L1,Q00190,PAS-000190,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.6185,172023.09,149664.15,146989.09,188389.81,163903.59,160974.01,43688.35,123770.04,112275.5,0.656989,0.685009,0.719497,0.750183,25539.91,0.982126,0.870024
Q00191-L1,Q00191,PAS-000191,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8901,145219.33,156784.1,129705.71,154822.3,167151.82,138282.8,35206.8,88587.15,91494.58,0.572186,0.547374,0.610023,0.583571,16090.19,0.827289,1.079637
Q00192-L1,Q00192,PAS-000192,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.5954,82742.03,84711.5,82809.2,91742.22,93925.91,91816.68,14901.85,49004.81,49887.3,0.534158,0.531135,0.59226,0.588908,16247.65,0.977544,1.023803
Q00193-L1,Q00193,PAS-000193,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.6468,124796.65,112319.34,99383.91,137620.96,123861.45,109596.76,7321.06,71819.29,63020.18,0.521863,0.508796,0.57549,0.56108,18522.32,0.884834,0.900019
Q00194-L1,Q00194,PAS-000194,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.6547,120526.71,120346.4,109063.83,137033.23,136828.23,124000.48,9324.84,78805.5,81626.64,0.575083,0.596563,0.653843,0.678264,26274.87,0.906249,0.998504
Q00195-L1,Q00195,PAS-000195,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.652,259840.41,259387.01,230753.36,279739.63,279251.51,248425.02,41934.14,147956.18,145742.49,0.528907,0.521904,0.569412,0.561873,32829.19,0.88961,0.998255
Q00195-L2,Q00195,PAS-000195,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.652,555321.51,474901.88,373733.15,611513.32,522956.2,411550.41,69469.71,383594.29,319143.99,0.627287,0.610269,0.690761,0.672021,68684.49,0.786969,0.855184
Q00196-L1,Q00196,PAS-000196,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.5951,114126.72,104476.82,104830.37,120607.4,110409.54,110783.16,17082.76,78991.77,73038.65,0.65495,0.661525,0.692141,0.69909,11265.85,1.003384,0.915446
Q00196-L2,Q00196,PAS-000196,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.5951,386570.5,329949.03,305916.91,433375.95,369898.82,342956.93,52883.96,295148.71,260162.1,0.681045,0.703333,0.763506,0.788492,66079.25,0.927164,0.853529
Q00197-L1,Q00197,PAS-000197,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.5149,276602.11,249159.4,259549.75,311140.56,280271.16,291958.92,78478.56,169066.58,156046.02,0.543377,0.556768,0.611227,0.62629,57623.12,1.041702,0.900786
Q00198-L1,Q00198,PAS-000198,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.7481,171055.92,180638.86,175000.2,182791.55,193031.94,187006.43,30201.54,101177.02,109970.02,0.55351,0.569699,0.591485,0.608784,22470.81,0.968785,1.056022
Q00199-L1,Q00199,PAS-000199,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8454,239943.85,218078.11,199281.55,257622.93,234146.11,213964.63,32608.21,164137.84,151376.65,0.637124,0.646505,0.684068,0.69414,27350.93,0.913808,0.908871
Q00200-L1,Q00200,PAS-000200,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.7806,1852787.48,1759015.46,1516921.64,2011193.41,1909404.26,1646612.39,172235.66,1199414.79,1149778.63,0.59637,0.602166,0.647357,0.653649,238952.05,0.86237,0.949389
Q00200-L2,Q00200,PAS-000200,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.7806,127088.2,109680.69,113420.7,138942.79,119911.54,124000.41,12970.44,80254.85,69998.97,0.577611,0.583755,0.631489,0.638207,19354.09,1.034099,0.863028
Q00201-L1,Q00201,PAS-000201,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.7328,181436.0,154463.77,142620.35,196907.05,167634.9,154781.59,44577.1,140582.14,121732.96,0.713952,0.726179,0.77483,0.7881,22411.45,0.923326,0.85134
Q00202-L1,Q00202,PAS-000202,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.5855,101842.63,87613.31,74761.18,108659.96,93478.12,79765.68,4690.22,67557.63,57183.88,0.621734,0.611735,0.663353,0.652685,9381.03,0.853309,0.860281
Q00202-L2,Q00202,PAS-000202,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.5855,291100.54,266386.54,236158.79,332074.84,303882.19,269399.67,15840.7,193529.01,185482.03,0.582787,0.610375,0.664818,0.696289,58278.67,0.886527,0.915102
Q00203-L1,Q00203,PAS-000203,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.5824,242774.02,232461.34,237515.89,260974.71,249888.9,255322.39,29285.48,179848.33,179557.08,0.689141,0.718548,0.740806,0.772417,33129.3,1.021744,0.957522
Q00203-L2,Q00203,PAS-000203,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.5824,895137.45,870806.45,909037.98,985482.12,958695.43,1000785.61,114790.11,682324.02,672848.23,0.692376,0.701837,0.762256,0.772673,166673.21,1.043904,0.972819
Q00204-L1,Q00204,PAS-000204,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.9249,936769.46,809033.25,691228.51,1024092.34,884448.94,755662.79,126649.08,550462.26,473839.7,0.537512,0.535746,0.587618,0.585686,117880.13,0.854388,0.863642
Q00205-L1,Q00205,PAS-000205,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.8881,234962.26,257801.68,240701.31,256602.01,281544.92,262869.63,71815.98,135308.4,151723.64,0.527308,0.538897,0.575873,0.588529,40597.64,0.933669,1.097205
Q00206-L1,Q00206,PAS-000206,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.7851,358557.68,323036.6,284278.33,404063.98,364034.74,320357.47,77174.12,259052.7,240917.71,0.641118,0.661799,0.722485,0.745791,64031.72,0.880019,0.900933
Q00207-L1,Q00207,PAS-000207,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8946,222760.0,189575.76,185557.41,237875.23,202439.29,198148.28,10105.56,169675.19,140733.46,0.713295,0.695188,0.761695,0.74236,23581.62,0.978803,0.851031
Q00208-L1,Q00208,PAS-000208,2026-04-25 22:00:00.000,Premium,Conditional discount applied,1.0,1.0,0.0,1.0,0.6617,2755059.0,2568168.04,2260133.39,3143609.39,2930360.9,2578883.62,770828.32,1592583.67,1465778.97,0.50661,0.500204,0.578058,0.570749,558705.36,0.880057,0.932164
Q00209-L1,Q00209,PAS-000209,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.9476,324535.17,313195.36,302014.3,355067.08,342660.43,330427.47,37635.69,225396.83,212503.27,0.634801,0.620157,0.694522,0.678501,51939.89,0.9643,0.965058
Q00209-L2,Q00209,PAS-000209,2026-04-25 22:00:00.000,Exposure,Conditional discount applied,1.0,1.0,0.0,1.0,0.9476,407326.5,350692.54,331669.8,444671.16,382844.86,362078.07,41240.69,312788.56,282759.12,0.703415,0.738574,0.767906,0.806288,55709.02,0.945757,0.860962
Q00210-L1,Q00210,PAS-000210,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.7981,653094.61,686003.72,603513.63,733699.6,770670.35,677999.32,140752.66,470929.54,496992.07,0.641856,0.644883,0.721074,0.724474,132605.25,0.879753,1.050389
Q00211-L1,Q00211,PAS-000211,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.6611,344527.79,314826.39,273747.5,386162.18,352871.52,306828.45,75019.56,221101.05,192352.56,0.57256,0.545107,0.641751,0.61098,59028.62,0.869519,0.913791
Q00212-L1,Q00212,PAS-000212,2026-04-25 22:00:00.000,Premium,Conditional discount applied,1.0,1.0,0.0,1.0,0.6152,65650.67,71467.85,60445.03,70774.07,77045.23,65162.19,11592.35,48204.21,53713.33,0.6811,0.697166,0.734253,0.751573,8751.35,0.845765,1.088608
Q00213-L1,Q00213,PAS-000213,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.8834,447193.2,447586.02,401109.28,474328.77,474745.42,425448.49,31355.55,283750.82,275476.41,0.598216,0.580261,0.634515,0.615471,45893.61,0.896161,1.000878
Q00213-L2,Q00213,PAS-000213,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.8834,223996.49,195449.39,177577.27,242845.61,211896.29,192520.25,14188.74,132798.97,117388.8,0.546845,0.553992,0.592862,0.60061,27566.28,0.908559,0.872556
Q00214-L1,Q00214,PAS-000214,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8828,320531.66,350443.02,335453.34,355581.63,388763.78,372134.98,108142.43,228903.25,261042.1,0.643743,0.671467,0.714136,0.744892,66131.81,0.957226,1.093318
Q00214-L2,Q00214,PAS-000214,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8828,246665.9,214548.96,212013.97,265955.52,231326.99,228593.76,66429.35,191502.23,169637.91,0.720054,0.733325,0.776363,0.790672,30754.53,0.988185,0.869796
Q00215-L1,Q00215,PAS-000215,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.808,371493.91,355494.77,332433.68,408830.15,391223.05,365844.25,53010.83,282699.24,270887.11,0.691483,0.692411,0.760979,0.762,60718.73,0.93513,0.956933
Q00215-L2,Q00215,PAS-000215,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.808,84057.08,88529.44,79271.87,92769.8,97705.73,87488.59,12677.1,61091.74,61229.77,0.658531,0.626675,0.726789,0.691632,14890.05,0.895429,1.053206
Q00216-L1,Q00216,PAS-000216,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.5429,191855.51,200785.28,200889.28,202677.34,212110.81,212220.67,28564.9,123888.36,132304.52,0.611259,0.623752,0.645738,0.658935,21452.73,1.000518,1.046544
Q00216-L2,Q00216,PAS-000216,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.5429,155397.91,163472.15,145900.7,176359.74,185523.13,165581.44,22287.26,114419.69,116887.05,0.648786,0.63004,0.736301,0.715027,34683.05,0.892511,1.051959
Q00217-L1,Q00217,PAS-000217,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.6084,69831.47,63883.88,61108.72,76113.49,69630.86,66606.04,17810.46,38695.05,35027.44,0.508386,0.503045,0.554121,0.548299,10087.21,0.956559,0.914829
Q00217-L2,Q00217,PAS-000217,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.6084,75147.45,76231.78,74178.49,83911.45,85122.23,82829.48,22148.6,46564.67,48715.69,0.554926,0.572303,0.619644,0.639047,15494.9,0.973065,1.014429
Q00217-L3,Q00217,PAS-000217,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.6084,178992.97,195242.91,186834.12,201194.37,219459.89,210008.11,56156.17,102053.93,107257.06,0.50724,0.488732,0.570156,0.549352,41233.56,0.956932,1.090785
Q00218-L1,Q00218,PAS-000218,2026-04-25 22:00:00.000,Exposure,Conditional discount applied,1.0,1.0,0.0,1.0,0.6815,301137.27,257985.45,237138.57,320661.23,274711.7,252513.24,74541.91,182371.58,161583.18,0.568736,0.588192,0.605609,0.626327,28877.11,0.919194,0.856704
Q00219-L1,Q00219,PAS-000219,2026-04-25 22:00:00.000,Premium,Conditional discount applied,1.0,1.0,0.0,1.0,0.7521,81613.64,71128.19,69673.81,86925.89,75757.94,74208.89,4719.69,52806.65,44257.09,0.607491,0.584191,0.647032,0.622216,8515.87,0.979553,0.871523
Q00219-L2,Q00219,PAS-000219,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.7521,58501.9,50013.68,45689.63,62783.57,53674.11,49033.59,3118.54,36143.13,31916.98,0.575678,0.594644,0.617811,0.638165,6231.81,0.913543,0.854907
Q00220-L1,Q00220,PAS-000220,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8226,328119.23,287322.81,287904.29,357577.97,313118.83,313752.51,19264.4,211836.32,185418.13,0.59242,0.592165,0.645608,0.64533,47437.47,1.002024,0.875666
Q00220-L2,Q00220,PAS-000220,2026-04-25 22:00:00.000,Premium,Conditional discount applied,1.0,1.0,0.0,1.0,0.8226,302996.44,287822.41,266208.11,338296.33,321354.49,297222.07,18249.43,231827.01,229137.54,0.685278,0.713037,0.765115,0.796107,55555.54,0.924904,0.94992
Q00221-L1,Q00221,PAS-000221,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.765,249706.13,216039.79,169297.49,275379.86,238252.1,186703.94,28677.73,169113.18,142916.03,0.614109,0.599852,0.677249,0.661526,31567.29,0.78364,0.865176
Q00221-L2,Q00221,PAS-000221,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.765,516278.2,522238.61,476974.07,562834.31,569332.21,519985.87,79869.83,303110.39,313545.58,0.538543,0.550725,0.587107,0.600388,78907.97,0.913326,1.011545
Q00222-L1,Q00222,PAS-000222,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.7959,481393.52,470277.66,441508.24,535698.96,523329.13,491314.27,45888.75,366821.47,371017.25,0.684753,0.708956,0.761999,0.788932,89514.08,0.938825,0.976909
Q00222-L2,Q00222,PAS-000222,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.7959,574923.5,544793.37,494394.77,653760.31,619498.57,562189.02,52508.45,402489.59,376066.45,0.615653,0.60705,0.700075,0.690292,119237.91,0.90749,0.947593
Q00223-L1,Q00223,PAS-000223,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8157,165104.97,147027.04,126595.52,183818.08,163691.18,140943.94,31712.39,94080.8,83636.21,0.511815,0.510939,0.569824,0.568849,25775.43,0.861036,0.890506
Q00223-L2,Q00223,PAS-000223,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8157,101101.03,109771.83,101144.57,108431.42,117730.9,108478.12,24407.58,68553.68,78149.25,0.632231,0.663796,0.678071,0.711924,13675.54,0.921407,1.085764
Q00223-L3,Q00223,PAS-000223,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8157,372022.12,379176.83,323042.92,420107.46,428186.95,364797.5,82079.44,247692.38,260201.73,0.589593,0.607683,0.6658,0.686228,73950.74,0.851958,1.019232
Q00224-L1,Q00224,PAS-000224,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.9242,142533.08,138483.9,149565.24,159945.81,155401.96,167837.06,40314.46,103615.28,103390.8,0.647815,0.665312,0.726956,0.746591,32565.27,1.080019,0.971591
Q00224-L2,Q00224,PAS-000224,2026-04-25 22:00:00.000,Premium,Conditional discount applied,1.0,1.0,0.0,1.0,0.9242,304332.18,323612.25,327106.29,336398.24,357709.75,361571.95,86849.58,174672.27,177387.74,0.519243,0.495899,0.573953,0.548149,62360.66,1.010797,1.063352
Q00225-L1,Q00225,PAS-000225,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.8777,392067.59,428790.58,421378.7,433570.8,474181.19,465984.71,42031.82,293042.73,307730.8,0.675882,0.648973,0.747429,0.717672,80672.27,0.982714,1.093665
Q00225-L2,Q00225,PAS-000225,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.8777,95106.0,84811.87,70717.2,101761.61,90747.09,75666.06,6825.08,60218.92,54927.17,0.591765,0.605277,0.633177,0.647635,9250.37,0.833812,0.891762
Q00226-L1,Q00226,PAS-000226,2026-04-25 22:00:00.000,Exposure,Premium reduction conditional on no claims,1.0,1.0,0.0,1.0,0.799,36429.73,32370.51,29040.01,40998.48,36430.18,32682.0,8043.04,21066.81,18161.37,0.513844,0.498526,0.578286,0.561047,6472.27,0.897113,0.888574
Q00226-L2,Q00226,PAS-000226,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.799,152161.65,129588.0,129327.07,166392.31,141707.5,141422.17,34804.0,93724.64,77196.3,0.563275,0.544758,0.615954,0.595706,22121.33,0.997986,0.851647
Q00226-L3,Q00226,PAS-000226,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.799,64175.1,58486.8,57042.67,70500.69,64251.71,62665.23,15421.91,46915.83,41209.5,0.665466,0.641376,0.73106,0.704595,10236.17,0.975308,0.911363
Q00227-L1,Q00227,PAS-000227,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8072,413024.93,443802.03,463736.65,453231.88,487005.05,508880.26,148135.04,291969.67,327647.47,0.644195,0.67278,0.706906,0.738274,82277.68,1.044918,1.074516
Q00228-L1,Q00228,PAS-000228,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.6452,126462.99,109693.41,97833.02,137478.28,119248.01,106354.55,24185.03,92020.25,79291.71,0.669344,0.664931,0.727646,0.722849,15677.51,0.891877,0.867395
Q00229-L1,Q00229,PAS-000229,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.6572,54642.54,59048.35,49882.37,60251.45,65109.51,55002.66,4939.24,42341.33,47951.77,0.702744,0.736479,0.774879,0.812076,9287.28,0.844772,1.08063
Q00229-L2,Q00229,PAS-000229,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.6572,256571.65,274902.59,264649.81,290080.59,310805.61,299213.78,26869.4,183694.2,193151.54,0.633252,0.621455,0.715957,0.702618,61142.56,0.962704,1.071446
Q00229-L3,Q00229,PAS-000229,2026-04-25 22:00:00.000,Limit,Conditional discount applied,1.0,1.0,0.0,1.0,0.6572,110339.49,118620.7,111898.75,117509.27,126328.59,119169.86,10701.45,70937.89,77359.18,0.603679,0.612365,0.642906,0.652156,13654.92,0.943332,1.075052
Q00230-L1,Q00230,PAS-000230,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.9134,286412.52,268171.66,265790.56,317761.88,297524.47,294882.74,40251.49,208606.29,202761.93,0.656486,0.681497,0.728342,0.75609,52444.08,0.991121,0.936313
Q00231-L1,Q00231,PAS-000231,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.5371,89947.7,85225.3,82405.97,101749.71,96407.69,93218.44,11568.41,60238.69,57308.88,0.592028,0.594443,0.669708,0.67244,19116.65,0.966919,0.947498
Q00232-L1,Q00232,PAS-000232,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.5394,274331.12,276778.53,217916.28,310601.25,313372.24,246727.64,21810.72,184949.79,182096.96,0.595457,0.581088,0.674185,0.657916,50893.89,0.787331,1.008921
Q00233-L1,Q00233,PAS-000233,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.7635,270785.94,258786.46,238977.97,302519.98,289114.25,266984.35,56173.51,201346.73,187801.48,0.665565,0.649575,0.743564,0.725701,50137.08,0.923456,0.955686
Q00233-L2,Q00233,PAS-000233,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.7635,160666.46,154590.74,144677.81,169192.23,162794.1,152355.14,32055.52,100892.99,94515.74,0.596322,0.580585,0.627965,0.611393,14580.92,0.935876,0.962184
Q00234-L1,Q00234,PAS-000234,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.8823,94527.65,97236.98,100861.03,105020.69,108030.77,112057.11,11766.0,70350.69,70440.93,0.669875,0.652045,0.744234,0.724425,20154.87,1.03727,1.028662
Q00235-L1,Q00235,PAS-000235,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.5945,718803.15,636135.66,572460.82,803413.36,711015.1,639845.1,95017.0,412738.34,365871.43,0.513731,0.514576,0.574202,0.575147,120575.62,0.899904,0.884993
Q00235-L2,Q00235,PAS-000235,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.5945,216362.76,208482.27,175829.88,235670.52,227086.79,191520.57,28440.8,139504.69,128942.43,0.591948,0.567811,0.644772,0.618482,28810.4,0.843381,0.963577
Q00236-L1,Q00236,PAS-000236,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.7473,132987.75,135541.86,122638.63,146449.8,149262.46,135053.06,38233.52,96965.31,102504.12,0.662106,0.686737,0.72913,0.756254,22546.53,0.904803,1.019206
Q00237-L1,Q00237,PAS-000237,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.6478,164626.49,180945.58,173713.01,187306.82,205874.16,197645.17,13341.05,118250.37,128892.51,0.631319,0.626074,0.718295,0.712327,42068.6,0.960029,1.099128
Q00237-L2,Q00237,PAS-000237,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.6478,57826.27,63146.75,58402.75,63523.41,69368.07,64156.68,4330.58,41040.94,44617.29,0.646076,0.643196,0.709728,0.706565,10475.77,0.924873,1.092008
Q00238-L1,Q00238,PAS-000238,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.7083,161524.28,159869.74,164628.13,171634.86,169876.74,174932.99,14624.4,120502.46,114620.67,0.702086,0.674728,0.746033,0.716963,19395.65,1.029764,0.989757
Q00239-L1,Q00239,PAS-000239,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.7282,88368.6,81849.75,73604.7,95229.77,88204.78,79319.56,5480.98,49171.37,43917.54,0.516345,0.497904,0.556435,0.536563,10606.23,0.899266,0.926231
Q00240-L1,Q00240,PAS-000240,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.5602,118906.82,128919.38,114061.28,128030.41,138811.24,122813.08,33515.69,70405.65,78163.59,0.549913,0.563093,0.592108,0.606298,16256.28,0.884749,1.084205
Q00241-L1,Q00241,PAS-000241,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.5658,303180.23,294173.99,260563.74,330956.8,321125.43,284435.9,54497.92,190306.03,182387.23,0.575018,0.567963,0.627699,0.619998,43737.23,0.885747,0.970294
Q00241-L2,Q00241,PAS-000241,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.5658,272772.38,240913.22,202556.43,302319.42,267009.24,224497.6,43013.74,197810.74,177628.38,0.65431,0.665252,0.725186,0.737313,39593.51,0.840786,0.883202
Q00242-L1,Q00242,PAS-000242,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.7918,802489.64,807222.21,727945.68,909355.59,914718.39,824884.76,230555.29,503939.03,483888.04,0.554172,0.529002,0.62797,0.599448,171093.92,0.901791,1.005897
Q00243-L1,Q00243,PAS-000243,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.7191,210590.51,193605.08,159255.23,224610.98,206494.71,169857.95,30421.56,117026.19,108987.11,0.521017,0.527796,0.555705,0.562935,19881.78,0.822578,0.919344
Q00244-L1,Q00244,PAS-000244,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.865,189081.5,164744.45,172463.54,207927.55,181164.78,189653.25,43487.49,136942.56,124772.66,0.658607,0.688725,0.724251,0.757371,31263.35,1.046855,0.871288
