coverage_id,layer_id,quote_id,pas_id,_pdm_last_update_timestamp,quote_name,new_renewal,section,coverage,subcoveragecode,inception_date,expiry_date,exposure,exposure_type,limit,limit_type,excess,deductible_value,deductible_type,claims_trigger,policy_coverage_jurisdiction,primary_coverage
Q00130-L1-C2,Q00130-L1,Q00130,PAS-000130,2026-04-25 22:00:00.000,Carrington Resources Ltd 2025,Renewal,Cash in Transit and Specie,Vault,SC-526,2025-06-12,2026-06-12,3015156.43,Wage Roll,742082.23,Each Claim,137460.66,32592.76,Each and Every Loss,Occurrence,US excl. Worldwide,false
Q00131-L1-C1,Q00131-L1,Q00131,PAS-000131,2026-04-25 22:00:00.000,Fenwick Holdings Ltd 2025,New,Directors and Officers,Entity Securities,SC-198,2025-01-04,2026-01-04,3511876.95,Number of Insureds,490909.23,Each Claim,17136.93,7827.45,Each and Every Loss,Occurrence,UK only,true
Q00132-L1-C1,Q00132-L1,Q00132,PAS-000132,2026-04-25 22:00:00.000,Bridgeford Holdings Ltd 2025,New,Contingency,Event Cancellation,SC-572,2025-04-10,2026-04-10,1095942.99,TIV,303265.87,Aggregate,25480.57,10484.81,Aggregate,Occurrence,UK only,true
Q00133-L1-C1,Q00133-L1,Q00133,PAS-000133,2026-04-25 22:00:00.000,Bridgeford Capital LLC 2025,Renewal,Cash in Transit and Specie,Cash in Transit,SC-624,2025-11-19,2026-11-19,3871538.14,Turnover,1783428.81,Each and Every Loss,16644.14,4092.41,Aggregate,Claims Made,EU only,true
Q00134-L1-C1,Q00134-L1,Q00134,PAS-000134,2026-04-25 22:00:00.000,Aldermann Holdings Ltd 2025,New,European Professional Indemnity,Cyber,SC-573,2025-09-09,2026-09-09,11964471.53,Number of Insureds,3643284.12,Each and Every Loss,225240.04,56011.18,Aggregate,Losses Discovered,Worldwide,true
Q00135-L1-C1,Q00135-L1,Q00135,PAS-000135,2026-04-25 22:00:00.000,Jamieson Group plc 2025,New,Directors and Officers,Entity Securities,SC-593,2025-06-05,2026-06-05,12271101.32,Turnover,3154892.04,Aggregate,14084.44,11556.26,Each and Every Loss,Occurrence,EU only,true
Q00136-L1-C1,Q00136-L1,Q00136,PAS-000136,2026-04-25 22:00:00.000,Aldermann Partners LLP 2025,Renewal,General Aviation,War,SC-675,2025-03-14,2026-03-14,4204536.3,Turnover,1611232.23,Each Claim,217091.64,54856.39,Each and Every Loss,Losses Discovered,US excl. Worldwide,true
Q00136-L2-C1,Q00136-L2,Q00136,PAS-000136,2026-04-25 22:00:00.000,Aldermann Partners LLP 2025,Renewal,General Aviation,War,SC-924,2025-03-14,2026-03-14,6811267.64,Wage Roll,3305340.0,Aggregate,116325.21,25397.36,Aggregate,Losses Discovered,Worldwide,true
Q00136-L3-C1,Q00136-L3,Q00136,PAS-000136,2026-04-25 22:00:00.000,Aldermann Partners LLP 2025,Renewal,General Aviation,Liability,SC-125,2025-03-14,2026-03-14,3102397.18,Turnover,248855.46,Each and Every Loss,9558.02,2114.79,Each and Every Loss,Claims Made,UK only,true
Q00137-L1-C1,Q00137-L1,Q00137,PAS-000137,2026-04-25 22:00:00.000,Langford Technologies Inc 2025,Renewal,Contingency,Non-Appearance,SC-979,2025-01-10,2026-01-10,3127148.75,Wage Roll,234673.51,Each and Every Loss,4281.81,1635.38,Aggregate,Losses Discovered,UK only,true
Q00137-L1-C2,Q00137-L1,Q00137,PAS-000137,2026-04-25 22:00:00.000,Langford Technologies Inc 2025,Renewal,Contingency,Event Cancellation,SC-396,2025-01-10,2026-01-10,3779860.42,Wage Roll,437748.91,Each and Every Loss,1413.68,902.3,Each and Every Loss,Occurrence,UK only,false
Q00138-L1-C1,Q00138-L1,Q00138,PAS-000138,2026-04-25 22:00:00.000,Bridgeford Holdings Ltd 2024,Renewal,European Professional Indemnity,Cyber,SC-933,2024-12-18,2025-12-18,3253361.65,Number of Insureds,1566790.14,Aggregate,144677.14,39412.99,Each and Every Loss,Occurrence,UK only,true
Q00138-L1-C2,Q00138-L1,Q00138,PAS-000138,2026-04-25 22:00:00.000,Bridgeford Holdings Ltd 2024,Renewal,European Professional Indemnity,Professional Indemnity,SC-242,2024-12-18,2025-12-18,4044326.42,TIV,1034081.79,Each and Every Loss,30928.28,29622.56,Aggregate,Claims Made,Worldwide excl. US,false
Q00138-L2-C1,Q00138-L2,Q00138,PAS-000138,2026-04-25 22:00:00.000,Bridgeford Holdings Ltd 2024,Renewal,European Professional Indemnity,Cyber,SC-499,2024-12-18,2025-12-18,5572258.88,Wage Roll,2491306.15,Aggregate,60576.0,58443.95,Each and Every Loss,Occurrence,EU only,true
Q00138-L3-C1,Q00138-L3,Q00138,PAS-000138,2026-04-25 22:00:00.000,Bridgeford Holdings Ltd 2024,Renewal,European Professional Indemnity,Professional Indemnity,SC-959,2024-12-18,2025-12-18,6496034.58,Wage Roll,2242236.41,Aggregate,181953.82,64115.05,Aggregate,Occurrence,Worldwide,true
Q00139-L1-C1,Q00139-L1,Q00139,PAS-000139,2026-04-25 22:00:00.000,Carrington Group plc 2025,New,European Professional Indemnity,Cyber,SC-456,2025-04-17,2026-04-17,8324218.37,TIV,4021844.06,Each and Every Loss,212459.22,123415.3,Aggregate,Losses Discovered,EU only,true
Q00139-L1-C2,Q00139-L1,Q00139,PAS-000139,2026-04-25 22:00:00.000,Carrington Group plc 2025,New,European Professional Indemnity,Professional Indemnity,SC-431,2025-04-17,2026-04-17,986422.77,Wage Roll,79314.79,Each and Every Loss,762.91,194.05,Each and Every Loss,Occurrence,UK only,false
Q00140-L1-C1,Q00140-L1,Q00140,PAS-000140,2026-04-25 22:00:00.000,Bridgeford Group plc 2025,New,General Aviation,Hull,SC-356,2025-06-08,2026-06-08,1928026.97,Number of Insureds,187875.27,Aggregate,32459.41,8296.01,Each and Every Loss,Claims Made,EU only,true
Q00140-L1-C2,Q00140-L1,Q00140,PAS-000140,2026-04-25 22:00:00.000,Bridgeford Group plc 2025,New,General Aviation,War,SC-486,2025-06-08,2026-06-08,21469758.64,Turnover,1777626.51,Each and Every Loss,233896.65,68268.4,Aggregate,Claims Made,UK only,false
Q00140-L2-C1,Q00140-L2,Q00140,PAS-000140,2026-04-25 22:00:00.000,Bridgeford Group plc 2025,New,General Aviation,Hull,SC-330,2025-06-08,2026-06-08,17914333.89,TIV,8867449.97,Aggregate,464445.44,258177.61,Aggregate,Losses Discovered,Worldwide excl. US,true
Q00141-L1-C1,Q00141-L1,Q00141,PAS-000141,2026-04-25 22:00:00.000,Fenwick Industries Inc 2025,Renewal,Contingency,Event Cancellation,SC-929,2025-02-06,2026-02-06,4743885.22,Turnover,1365471.63,Each Claim,72879.9,54223.16,Each and Every Loss,Claims Made,Worldwide,true
Q00142-L1-C1,Q00142-L1,Q00142,PAS-000142,2026-04-25 22:00:00.000,Langford Capital LLC 2025,Renewal,Contingency,Event Cancellation,SC-608,2025-12-07,2026-12-07,1722381.62,Turnover,778483.69,Aggregate,38150.3,14494.19,Each and Every Loss,Losses Discovered,EU only,true
Q00143-L1-C1,Q00143-L1,Q00143,PAS-000143,2026-04-25 22:00:00.000,Jamieson Capital LLC 2025,Renewal,General Aviation,Hull,SC-994,2025-05-17,2026-05-17,1795551.28,Wage Roll,374278.58,Each and Every Loss,37901.91,11716.96,Aggregate,Occurrence,UK only,true
Q00143-L1-C2,Q00143-L1,Q00143,PAS-000143,2026-04-25 22:00:00.000,Jamieson Capital LLC 2025,Renewal,General Aviation,War,SC-152,2025-05-17,2026-05-17,3079012.98,TIV,252141.69,Each and Every Loss,5028.16,1217.6,Each and Every Loss,Occurrence,US excl. Worldwide,false
Q00144-L1-C1,Q00144-L1,Q00144,PAS-000144,2026-04-25 22:00:00.000,Maitland Capital LLC 2025,Renewal,Directors and Officers,Entity Securities,SC-647,2025-02-17,2026-02-17,31398611.13,TIV,5665986.64,Each and Every Loss,603506.15,235587.63,Each and Every Loss,Occurrence,Worldwide,true
Q00144-L1-C2,Q00144-L1,Q00144,PAS-000144,2026-04-25 22:00:00.000,Maitland Capital LLC 2025,Renewal,Directors and Officers,Side B/C,SC-696,2025-02-17,2026-02-17,6497571.05,TIV,2007165.6,Aggregate,406163.5,85919.87,Each and Every Loss,Losses Discovered,Worldwide,false
Q00144-L2-C1,Q00144-L2,Q00144,PAS-000144,2026-04-25 22:00:00.000,Maitland Capital LLC 2025,Renewal,Directors and Officers,Side B/C,SC-875,2025-02-17,2026-02-17,4319390.66,Turnover,1035066.66,Each and Every Loss,51004.82,11204.65,Each and Every Loss,Losses Discovered,Worldwide excl. US,true
Q00144-L2-C2,Q00144-L2,Q00144,PAS-000144,2026-04-25 22:00:00.000,Maitland Capital LLC 2025,Renewal,Directors and Officers,Entity Securities,SC-526,2025-02-17,2026-02-17,4051923.27,Turnover,1412100.35,Each Claim,120786.94,62182.18,Each and Every Loss,Occurrence,Worldwide,false
Q00145-L1-C1,Q00145-L1,Q00145,PAS-000145,2026-04-25 22:00:00.000,Bridgeford Industries Inc 2025,Renewal,Cash in Transit and Specie,Cash in Transit,SC-121,2025-05-24,2026-05-24,10584489.38,TIV,728037.59,Aggregate,6054.86,1998.03,Aggregate,Occurrence,US excl. Worldwide,true
Q00145-L1-C2,Q00145-L1,Q00145,PAS-000145,2026-04-25 22:00:00.000,Bridgeford Industries Inc 2025,Renewal,Cash in Transit and Specie,Vault,SC-665,2025-05-24,2026-05-24,3849442.65,Wage Roll,1805623.19,Each Claim,17075.8,4137.29,Aggregate,Losses Discovered,Worldwide,false
Q00146-L1-C1,Q00146-L1,Q00146,PAS-000146,2026-04-25 22:00:00.000,Bridgeford Industries Inc 2025,Renewal,Contingency,Non-Appearance,SC-476,2025-03-25,2026-03-25,25088320.64,Wage Roll,9105761.8,Each and Every Loss,543737.31,200838.63,Aggregate,Claims Made,EU only,true
Q00147-L1-C1,Q00147-L1,Q00147,PAS-000147,2026-04-25 22:00:00.000,Carrington Partners LLP 2025,Renewal,Directors and Officers,Side B/C,SC-865,2025-03-11,2026-03-11,8650445.74,Wage Roll,1186326.74,Each and Every Loss,32715.56,26561.52,Each and Every Loss,Claims Made,UK only,true
Q00148-L1-C1,Q00148-L1,Q00148,PAS-000148,2026-04-25 22:00:00.000,Fenwick Industries Inc 2025,Renewal,Directors and Officers,Entity Securities,SC-389,2025-06-19,2026-06-19,306782.03,Turnover,17395.88,Each and Every Loss,2681.95,630.97,Each and Every Loss,Occurrence,US excl. Worldwide,true
Q00148-L2-C1,Q00148-L2,Q00148,PAS-000148,2026-04-25 22:00:00.000,Fenwick Industries Inc 2025,Renewal,Directors and Officers,Side A,SC-772,2025-06-19,2026-06-19,1401618.45,TIV,268209.01,Each and Every Loss,37338.9,8185.31,Aggregate,Occurrence,Worldwide,true
Q00148-L3-C1,Q00148-L3,Q00148,PAS-000148,2026-04-25 22:00:00.000,Fenwick Industries Inc 2025,Renewal,Directors and Officers,Side A,SC-399,2025-06-19,2026-06-19,40590688.01,Wage Roll,5789751.52,Aggregate,875705.31,205869.11,Aggregate,Occurrence,EU only,true
Q00149-L1-C1,Q00149-L1,Q00149,PAS-000149,2026-04-25 22:00:00.000,Kingsley Group plc 2025,Renewal,European Professional Indemnity,Professional Indemnity,SC-308,2025-07-29,2026-07-29,14870412.75,TIV,2877224.52,Aggregate,112279.29,79208.67,Aggregate,Occurrence,Worldwide,true
Q00149-L1-C2,Q00149-L1,Q00149,PAS-000149,2026-04-25 22:00:00.000,Kingsley Group plc 2025,Renewal,European Professional Indemnity,Cyber,SC-815,2025-07-29,2026-07-29,25608349.63,Turnover,7284236.84,Aggregate,372979.01,116125.46,Each and Every Loss,Claims Made,US excl. Worldwide,false
Q00150-L1-C1,Q00150-L1,Q00150,PAS-000150,2026-04-25 22:00:00.000,Hartwell Industries Inc 2025,Renewal,Cash in Transit and Specie,Vault,SC-493,2025-03-28,2026-03-28,1825884.65,Number of Insureds,625289.97,Each and Every Loss,21166.97,14528.23,Aggregate,Occurrence,EU only,true
Q00151-L1-C1,Q00151-L1,Q00151,PAS-000151,2026-04-25 22:00:00.000,Langford Technologies Inc 2025,New,Cash in Transit and Specie,Vault,SC-310,2025-04-02,2026-04-02,6081827.01,Number of Insureds,1067917.84,Aggregate,98312.0,32974.78,Aggregate,Claims Made,US excl. Worldwide,true
Q00152-L1-C1,Q00152-L1,Q00152,PAS-000152,2026-04-25 22:00:00.000,Eastleigh Technologies Inc 2025,Renewal,General Aviation,Liability,SC-872,2025-03-20,2026-03-20,3447664.8,TIV,458512.04,Each and Every Loss,12264.17,10143.74,Aggregate,Claims Made,EU only,true
Q00152-L2-C1,Q00152-L2,Q00152,PAS-000152,2026-04-25 22:00:00.000,Eastleigh Technologies Inc 2025,Renewal,General Aviation,Liability,SC-497,2025-03-20,2026-03-20,8195341.79,Number of Insureds,3202440.42,Aggregate,244785.71,56703.29,Each and Every Loss,Claims Made,EU only,true
Q00152-L2-C2,Q00152-L2,Q00152,PAS-000152,2026-04-25 22:00:00.000,Eastleigh Technologies Inc 2025,Renewal,General Aviation,War,SC-578,2025-03-20,2026-03-20,1443361.04,Number of Insureds,690811.53,Aggregate,69337.29,32254.79,Aggregate,Claims Made,UK only,false
Q00153-L1-C1,Q00153-L1,Q00153,PAS-000153,2026-04-25 22:00:00.000,Northwood Holdings Ltd 2025,Renewal,Directors and Officers,Entity Securities,SC-445,2025-12-16,2026-12-16,10447382.47,TIV,4789818.41,Each and Every Loss,263628.68,70670.45,Each and Every Loss,Losses Discovered,Worldwide excl. US,true
Q00154-L1-C1,Q00154-L1,Q00154,PAS-000154,2026-04-25 22:00:00.000,Jamieson Resources Ltd 2025,New,Directors and Officers,Entity Securities,SC-682,2025-07-15,2026-07-15,4831759.38,TIV,1099566.1,Each Claim,83837.62,34264.48,Each and Every Loss,Claims Made,Worldwide excl. US,true
Q00154-L2-C1,Q00154-L2,Q00154,PAS-000154,2026-04-25 22:00:00.000,Jamieson Resources Ltd 2025,New,Directors and Officers,Entity Securities,SC-323,2025-07-15,2026-07-15,3565407.03,Number of Insureds,465117.97,Each and Every Loss,30386.27,11010.97,Aggregate,Occurrence,EU only,true
Q00154-L3-C1,Q00154-L3,Q00154,PAS-000154,2026-04-25 22:00:00.000,Jamieson Resources Ltd 2025,New,Directors and Officers,Side B/C,SC-884,2025-07-15,2026-07-15,10141329.29,TIV,3151992.54,Each and Every Loss,70831.46,15437.82,Aggregate,Claims Made,Worldwide excl. US,true
Q00154-L3-C2,Q00154-L3,Q00154,PAS-000154,2026-04-25 22:00:00.000,Jamieson Resources Ltd 2025,New,Directors and Officers,Side A,SC-288,2025-07-15,2026-07-15,5970245.04,Turnover,1628193.39,Each and Every Loss,33572.5,19772.01,Each and Every Loss,Losses Discovered,Worldwide,false
Q00155-L1-C1,Q00155-L1,Q00155,PAS-000155,2026-04-25 22:00:00.000,Carrington Partners LLP 2025,New,European Professional Indemnity,Cyber,SC-653,2025-08-09,2026-08-09,2350844.85,TIV,161926.23,Aggregate,7277.64,5853.72,Each and Every Loss,Losses Discovered,Worldwide excl. US,true
Q00155-L1-C2,Q00155-L1,Q00155,PAS-000155,2026-04-25 22:00:00.000,Carrington Partners LLP 2025,New,European Professional Indemnity,Professional Indemnity,SC-480,2025-08-09,2026-08-09,3824910.27,Turnover,793203.55,Each and Every Loss,10558.67,3804.58,Each and Every Loss,Occurrence,EU only,false
Q00156-L1-C1,Q00156-L1,Q00156,PAS-000156,2026-04-25 22:00:00.000,Hartwell Capital LLC 2025,Renewal,Cash in Transit and Specie,Vault,SC-767,2025-07-06,2026-07-06,1324972.97,TIV,448965.98,Each Claim,31001.63,19717.15,Aggregate,Occurrence,UK only,true
Q00156-L1-C2,Q00156-L1,Q00156,PAS-000156,2026-04-25 22:00:00.000,Hartwell Capital LLC 2025,Renewal,Cash in Transit and Specie,Cash in Transit,SC-316,2025-07-06,2026-07-06,925523.06,TIV,168749.11,Each and Every Loss,1054.53,426.38,Each and Every Loss,Claims Made,EU only,false
Q00156-L2-C1,Q00156-L2,Q00156,PAS-000156,2026-04-25 22:00:00.000,Hartwell Capital LLC 2025,Renewal,Cash in Transit and Specie,Vault,SC-678,2025-07-06,2026-07-06,27175375.01,Wage Roll,12853216.64,Aggregate,837513.63,251449.34,Each and Every Loss,Claims Made,US excl. Worldwide,true
Q00156-L2-C2,Q00156-L2,Q00156,PAS-000156,2026-04-25 22:00:00.000,Hartwell Capital LLC 2025,Renewal,Cash in Transit and Specie,Cash in Transit,SC-632,2025-07-06,2026-07-06,1353349.43,Turnover,401545.36,Each Claim,33925.2,8627.57,Aggregate,Losses Discovered,EU only,false
Q00157-L1-C1,Q00157-L1,Q00157,PAS-000157,2026-04-25 22:00:00.000,Fenwick Resources Ltd 2025,Renewal,Cash in Transit and Specie,Vault,SC-566,2025-03-12,2026-03-12,4858490.63,Wage Roll,935855.63,Aggregate,32610.46,9879.04,Each and Every Loss,Occurrence,US excl. Worldwide,true
Q00157-L2-C1,Q00157-L2,Q00157,PAS-000157,2026-04-25 22:00:00.000,Fenwick Resources Ltd 2025,Renewal,Cash in Transit and Specie,Vault,SC-178,2025-03-12,2026-03-12,4971891.53,TIV,787900.2,Each and Every Loss,131464.03,29079.13,Aggregate,Losses Discovered,EU only,true
Q00158-L1-C1,Q00158-L1,Q00158,PAS-000158,2026-04-25 22:00:00.000,Drummond Partners LLP 2025,Renewal,Cash in Transit and Specie,Vault,SC-895,2025-09-16,2026-09-16,3047174.7,Number of Insureds,1048223.43,Each and Every Loss,89842.65,32134.03,Each and Every Loss,Losses Discovered,US excl. Worldwide,true
Q00158-L2-C1,Q00158-L2,Q00158,PAS-000158,2026-04-25 22:00:00.000,Drummond Partners LLP 2025,Renewal,Cash in Transit and Specie,Vault,SC-284,2025-09-16,2026-09-16,1227056.74,Wage Roll,249960.43,Each Claim,4464.1,1694.79,Aggregate,Losses Discovered,US excl. Worldwide,true
Q00158-L2-C2,Q00158-L2,Q00158,PAS-000158,2026-04-25 22:00:00.000,Drummond Partners LLP 2025,Renewal,Cash in Transit and Specie,Cash in Transit,SC-229,2025-09-16,2026-09-16,1668647.17,TIV,741517.71,Each Claim,1935.73,1305.15,Aggregate,Losses Discovered,Worldwide,false
Q00158-L3-C1,Q00158-L3,Q00158,PAS-000158,2026-04-25 22:00:00.000,Drummond Partners LLP 2025,Renewal,Cash in Transit and Specie,Cash in Transit,SC-813,2025-09-16,2026-09-16,5585184.24,Number of Insureds,698824.04,Aggregate,9787.69,3199.02,Aggregate,Claims Made,UK only,true
Q00159-L1-C1,Q00159-L1,Q00159,PAS-000159,2026-04-25 22:00:00.000,Glenshire Partners LLP 2025,Renewal,General Aviation,War,SC-175,2025-05-14,2026-05-14,4133762.85,TIV,655803.74,Each Claim,23668.96,10083.77,Each and Every Loss,Losses Discovered,Worldwide,true
Q00159-L2-C1,Q00159-L2,Q00159,PAS-000159,2026-04-25 22:00:00.000,Glenshire Partners LLP 2025,Renewal,General Aviation,War,SC-841,2025-05-14,2026-05-14,40425276.2,Number of Insureds,13496964.79,Each Claim,1380590.99,503358.19,Each and Every Loss,Losses Discovered,US excl. Worldwide,true
Q00159-L2-C2,Q00159-L2,Q00159,PAS-000159,2026-04-25 22:00:00.000,Glenshire Partners LLP 2025,Renewal,General Aviation,Liability,SC-478,2025-05-14,2026-05-14,2532418.43,Turnover,999495.09,Each and Every Loss,217757.26,45877.57,Each and Every Loss,Losses Discovered,EU only,false
Q00160-L1-C1,Q00160-L1,Q00160,PAS-000160,2026-04-25 22:00:00.000,Drummond Capital LLC 2025,New,General Aviation,War,SC-149,2025-11-15,2026-11-15,2807692.31,Turnover,694522.47,Each and Every Loss,60359.53,18005.28,Aggregate,Occurrence,Worldwide excl. US,true
Q00161-L1-C1,Q00161-L1,Q00161,PAS-000161,2026-04-25 22:00:00.000,Glenshire Resources Ltd 2025,Renewal,Contingency,Non-Appearance,SC-384,2025-05-02,2026-05-02,2273629.09,Wage Roll,405537.54,Each and Every Loss,32384.61,8037.48,Each and Every Loss,Occurrence,EU only,true
Q00161-L2-C1,Q00161-L2,Q00161,PAS-000161,2026-04-25 22:00:00.000,Glenshire Resources Ltd 2025,Renewal,Contingency,Non-Appearance,SC-337,2025-05-02,2026-05-02,9712702.04,Wage Roll,1003788.18,Aggregate,39883.31,14473.2,Aggregate,Losses Discovered,Worldwide,true
Q00162-L1-C1,Q00162-L1,Q00162,PAS-000162,2026-04-25 22:00:00.000,Northwood Technologies Inc 2025,New,General Aviation,War,SC-918,2025-01-11,2026-01-11,8072534.39,Wage Roll,915840.38,Each and Every Loss,44414.66,10198.17,Each and Every Loss,Losses Discovered,EU only,true
Q00162-L1-C2,Q00162-L1,Q00162,PAS-000162,2026-04-25 22:00:00.000,Northwood Technologies Inc 2025,New,General Aviation,Liability,SC-950,2025-01-11,2026-01-11,7394155.47,Number of Insureds,3106130.87,Each Claim,126258.99,59350.36,Aggregate,Losses Discovered,US excl. Worldwide,false
Q00162-L2-C1,Q00162-L2,Q00162,PAS-000162,2026-04-25 22:00:00.000,Northwood Technologies Inc 2025,New,General Aviation,Liability,SC-188,2025-01-11,2026-01-11,14865319.51,Turnover,2716246.35,Aggregate,66198.75,17305.56,Aggregate,Occurrence,Worldwide excl. US,true
Q00163-L1-C1,Q00163-L1,Q00163,PAS-000163,2026-04-25 22:00:00.000,Fenwick Group plc 2025,Renewal,Cash in Transit and Specie,Cash in Transit,SC-382,2025-03-31,2026-03-31,4721556.81,Turnover,987629.39,Aggregate,20090.13,4813.99,Each and Every Loss,Losses Discovered,Worldwide excl. US,true
Q00163-L1-C2,Q00163-L1,Q00163,PAS-000163,2026-04-25 22:00:00.000,Fenwick Group plc 2025,Renewal,Cash in Transit and Specie,Vault,SC-202,2025-03-31,2026-03-31,3049903.33,Turnover,774854.86,Each Claim,105858.87,28701.06,Aggregate,Claims Made,UK only,false
Q00164-L1-C1,Q00164-L1,Q00164,PAS-000164,2026-04-25 22:00:00.000,Kingsley Partners LLP 2024,Renewal,European Professional Indemnity,Cyber,SC-993,2024-12-30,2025-12-30,7980308.77,Turnover,3407079.25,Each and Every Loss,517707.81,107929.32,Each and Every Loss,Losses Discovered,UK only,true
Q00165-L1-C1,Q00165-L1,Q00165,PAS-000165,2026-04-25 22:00:00.000,Eastleigh Partners LLP 2025,Renewal,General Aviation,Hull,SC-303,2025-09-10,2026-09-10,16428283.63,Wage Roll,5799289.82,Each Claim,130360.35,81184.35,Aggregate,Occurrence,US excl. Worldwide,true
Q00165-L2-C1,Q00165-L2,Q00165,PAS-000165,2026-04-25 22:00:00.000,Eastleigh Partners LLP 2025,Renewal,General Aviation,War,SC-139,2025-09-10,2026-09-10,28631214.67,Turnover,12475208.84,Aggregate,476619.84,470600.47,Each and Every Loss,Losses Discovered,US excl. Worldwide,true
Q00165-L3-C1,Q00165-L3,Q00165,PAS-000165,2026-04-25 22:00:00.000,Eastleigh Partners LLP 2025,Renewal,General Aviation,Liability,SC-772,2025-09-10,2026-09-10,889782.47,Wage Roll,319958.43,Each Claim,35017.2,9936.48,Aggregate,Occurrence,EU only,true
Q00166-L1-C1,Q00166-L1,Q00166,PAS-000166,2026-04-25 22:00:00.000,Carrington Industries Inc 2025,Renewal,Directors and Officers,Side A,SC-402,2025-06-03,2026-06-03,19868769.76,Number of Insureds,8817115.93,Each Claim,880593.23,297408.5,Aggregate,Losses Discovered,UK only,true
Q00166-L2-C1,Q00166-L2,Q00166,PAS-000166,2026-04-25 22:00:00.000,Carrington Industries Inc 2025,Renewal,Directors and Officers,Side A,SC-778,2025-06-03,2026-06-03,1321727.02,TIV,196301.23,Aggregate,43388.21,9458.39,Aggregate,Occurrence,US excl. Worldwide,true
Q00167-L1-C1,Q00167-L1,Q00167,PAS-000167,2026-04-25 22:00:00.000,Inverness Industries Inc 2025,Renewal,Contingency,Non-Appearance,SC-803,2025-06-05,2026-06-05,11522107.97,Wage Roll,2229616.38,Aggregate,55430.21,14633.59,Aggregate,Losses Discovered,UK only,true
Q00167-L2-C1,Q00167-L2,Q00167,PAS-000167,2026-04-25 22:00:00.000,Inverness Industries Inc 2025,Renewal,Contingency,Event Cancellation,SC-521,2025-06-05,2026-06-05,10518239.95,Number of Insureds,662997.76,Each and Every Loss,17426.62,9367.01,Aggregate,Occurrence,Worldwide excl. US,true
Q00168-L1-C1,Q00168-L1,Q00168,PAS-000168,2026-04-25 22:00:00.000,Glenshire Group plc 2025,Renewal,Contingency,Non-Appearance,SC-519,2025-08-05,2026-08-05,7321905.63,Wage Roll,1225062.61,Aggregate,13252.62,4504.6,Each and Every Loss,Occurrence,UK only,true
Q00168-L2-C1,Q00168-L2,Q00168,PAS-000168,2026-04-25 22:00:00.000,Glenshire Group plc 2025,Renewal,Contingency,Event Cancellation,SC-652,2025-08-05,2026-08-05,1875050.84,Turnover,576817.32,Each Claim,9641.85,5283.77,Aggregate,Claims Made,EU only,true
Q00169-L1-C1,Q00169-L1,Q00169,PAS-000169,2026-04-25 22:00:00.000,Inverness Partners LLP 2025,Renewal,Directors and Officers,Side A,SC-631,2025-06-08,2026-06-08,6086341.83,TIV,1342857.95,Each Claim,122946.43,52695.41,Each and Every Loss,Losses Discovered,Worldwide,true
Q00169-L2-C1,Q00169-L2,Q00169,PAS-000169,2026-04-25 22:00:00.000,Inverness Partners LLP 2025,Renewal,Directors and Officers,Side A,SC-482,2025-06-08,2026-06-08,4692361.2,Number of Insureds,999210.11,Each Claim,17443.85,10715.08,Each and Every Loss,Occurrence,US excl. Worldwide,true
Q00169-L3-C1,Q00169-L3,Q00169,PAS-000169,2026-04-25 22:00:00.000,Inverness Partners LLP 2025,Renewal,Directors and Officers,Side B/C,SC-260,2025-06-08,2026-06-08,7085000.16,Turnover,3351249.06,Each Claim,10018.23,9275.16,Aggregate,Occurrence,Worldwide,true
Q00169-L3-C2,Q00169-L3,Q00169,PAS-000169,2026-04-25 22:00:00.000,Inverness Partners LLP 2025,Renewal,Directors and Officers,Entity Securities,SC-932,2025-06-08,2026-06-08,24472019.7,Wage Roll,4341100.75,Each and Every Loss,33492.81,9498.21,Aggregate,Losses Discovered,Worldwide,false
Q00170-L1-C1,Q00170-L1,Q00170,PAS-000170,2026-04-25 22:00:00.000,Hartwell Industries Inc 2025,Renewal,General Aviation,Liability,SC-860,2025-03-20,2026-03-20,3713961.64,Turnover,1423325.96,Each Claim,27133.38,20253.84,Aggregate,Claims Made,Worldwide,true
Q00170-L2-C1,Q00170-L2,Q00170,PAS-000170,2026-04-25 22:00:00.000,Hartwell Industries Inc 2025,Renewal,General Aviation,War,SC-624,2025-03-20,2026-03-20,3222898.74,Number of Insureds,1038393.28,Each and Every Loss,34563.1,8764.59,Aggregate,Occurrence,UK only,true
Q00170-L3-C1,Q00170-L3,Q00170,PAS-000170,2026-04-25 22:00:00.000,Hartwell Industries Inc 2025,Renewal,General Aviation,War,SC-516,2025-03-20,2026-03-20,3499855.16,Number of Insureds,331981.03,Aggregate,53204.19,16099.04,Aggregate,Claims Made,US excl. Worldwide,true
Q00170-L3-C2,Q00170-L3,Q00170,PAS-000170,2026-04-25 22:00:00.000,Hartwell Industries Inc 2025,Renewal,General Aviation,Hull,SC-481,2025-03-20,2026-03-20,14278571.39,Wage Roll,4318529.88,Aggregate,493624.69,106599.14,Each and Every Loss,Occurrence,UK only,false
Q00171-L1-C1,Q00171-L1,Q00171,PAS-000171,2026-04-25 22:00:00.000,Northwood Partners LLP 2025,Renewal,European Professional Indemnity,Professional Indemnity,SC-929,2025-02-14,2026-02-14,7772761.79,Turnover,1778461.36,Each Claim,54559.38,22006.08,Aggregate,Occurrence,US excl. Worldwide,true
